---,WaveName,WaveDisplayName,BuildingDamageMultiplierTier,AreaMin,AreaMax,Waves,IsGlobalFallback,IsStartingWave
80,"Votaries_Purge_Wave1","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""D267BAE74FA35512CFBC899E4C824ABA"", ""A cabal of Votaries of Skelos"")","0","(X=-150000.000000,Y=-400000.000000)","(X=160000.000000,Y=-180000.000000)","((OffBaseSpawnData=(""Votaries_Archer_Low"",""Votaries_Fighter_Low""),OnBaseSpawnData=(""Wildlife_Imp""),BossSpawnDelay=1.000000,SpawnCap=4,NextWave=""Votaries_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""Votaries_Archer_LowMid"",""Votaries_Fighter_LowMid""),OnBaseSpawnData=(""Wildlife_Imp""),BossSpawnDelay=1.000000,SpawnCap=5,ActiveCap=3,NextWave=""Votaries_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""Votaries_Archer_LowMid"",""Votaries_Fighter_LowMid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter""),BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,NextWave=""Votaries_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Votaries_Archer_LowMid"",""Votaries_Fighter_LowMid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter""),BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,NextWave=""Votaries_Purge_Wave2"",WaveTime=600.000000))","False","True"
81,"Votaries_Purge_Wave2","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""DE70BFD64E601B4529488DB7923F4637"", ""A cabal of Votaries of Skelos"")","0","(X=-150000.000000,Y=-400000.000000)","(X=160000.000000,Y=-180000.000000)","((OffBaseSpawnData=(""Votaries_Archer_Low"",""Votaries_Fighter_Low""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter""),Boss=""Votaries_Fighter_1_FireOrb"",InBaseBoss=""Votaries_Fighter_1_FireOrb"",BossSpawnDelay=1.000000,SpawnCap=6,ActiveCap=3,SpawnLocationCap=3,NextWave=""Votaries_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""Votaries_Archer_LowMid"",""Votaries_Fighter_LowMid""),OnBaseSpawnData=(""Wildlife_Imp""),Boss=""Votaries_Fighter_1_FireOrb"",InBaseBoss=""Votaries_Fighter_1_FireOrb"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,SpawnLocationCap=3,NextWave=""Votaries_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""Votaries_Archer_LowMid"",""Votaries_Fighter_LowMid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter""),Boss=""Votaries_Fighter_1_FireOrb"",InBaseBoss=""Votaries_Fighter_1_FireOrb"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""Votaries_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Votaries_Archer_LowMid"",""Votaries_Fighter_LowMid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter""),Boss=""Votaries_Fighter_1_FireOrb"",InBaseBoss=""Votaries_Fighter_1_FireOrb"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""Votaries_Purge_Wave3"",WaveTime=600.000000))","False","False"
82,"Votaries_Purge_Wave3","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""FDA980884E567A89336BB3A1BDBD88B5"", ""A cabal of Votaries of Skelos"")","0","(X=-150000.000000,Y=-400000.000000)","(X=160000.000000,Y=-180000.000000)","((OffBaseSpawnData=(""Votaries_Archer_LowMid"",""Votaries_Fighter_LowMid""),OnBaseSpawnData=(""Wildlife_Imp"",""Wildlife_ImpExplosive""),Boss=""Purge_VotariesBoss_T1"",InBaseBoss=""Wildlife_ImpKing"",BossSpawnDelay=1.000000,SpawnCap=6,ActiveCap=3,SpawnLocationCap=3,WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""Votaries_Archer_Mid"",""Votaries_Fighter_Mid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Imp""),Boss=""Purge_VotariesBoss_T1"",InBaseBoss=""Wildlife_ImpKing"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,SpawnLocationCap=3,NextWave=""Votaries_Purge_Wave4"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""Votaries_Archer_Mid"",""Votaries_Fighter_Mid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Imp""),Boss=""Purge_VotariesBoss_T1"",InBaseBoss=""Wildlife_ImpKing"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""Votaries_Purge_Wave4"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Votaries_Archer_Mid"",""Votaries_Fighter_Mid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Imp""),Boss=""Purge_VotariesBoss_T1"",InBaseBoss=""Wildlife_ImpKing"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,SpawnLocationCap=3,NextWave=""Votaries_Purge_Wave4"",WaveTime=600.000000))","False","False"
83,"Votaries_Purge_Wave4","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""E2158C9045AC71D97260D0AD739A31D0"", ""A cabal of Votaries of Skelos"")","0","(X=-150000.000000,Y=-400000.000000)","(X=160000.000000,Y=-180000.000000)","((DifficultyThreshold=2,OffBaseSpawnData=(""Votaries_Archer_MidHigh"",""Votaries_Fighter_MidHigh""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer""),Boss=""Purge_Votaries_Artisan"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,SpawnLocationCap=3,NextWave=""Votaries_Purge_Wave5"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""Votaries_Archer_MidHigh"",""Votaries_Fighter_MidHigh""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer""),Boss=""Purge_Votaries_Artisan"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""Votaries_Purge_Wave5"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Votaries_Archer_MidHigh"",""Votaries_Fighter_MidHigh""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer""),Boss=""Purge_Votaries_Artisan"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""Votaries_Purge_Wave5"",WaveTime=600.000000))","False","False"
84,"Votaries_Purge_Wave5","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""FFD1AA5F40B41190E56FFA9D1866E13C"", ""A cabal of Votaries of Skelos"")","0","(X=-150000.000000,Y=-400000.000000)","(X=160000.000000,Y=-180000.000000)","((DifficultyThreshold=2,OffBaseSpawnData=(""Votaries_Archer_High"",""Votaries_Fighter_High""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer""),Boss=""Purge_VotariesBoss_T2"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""Votaries_Archer_High"",""Votaries_Fighter_High""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer""),Boss=""Purge_VotariesBoss_T2"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""Votaries_Purge_Wave6"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Votaries_Archer_High"",""Votaries_Fighter_High""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer"",""Wildlife_UndeadLizardMan""),Boss=""Purge_VotariesBoss_T2"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""Votaries_Purge_Wave6"",WaveTime=600.000000))","False","False"
85,"Votaries_Purge_Wave6","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""6F5699E946494932F17B0886E3285387"", ""A cabal of Votaries of Skelos"")","0","(X=-150000.000000,Y=-400000.000000)","(X=160000.000000,Y=-180000.000000)","((DifficultyThreshold=4,OffBaseSpawnData=(""Votaries_Archer_High"",""Votaries_Fighter_High""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer"","""",""Wildlife_Skeleton_Dregs_Archer""),Boss=""Purge_Votaries_Artisan"",InBaseBoss=""Undead_Wight"",BossSpawnDelay=1.000000,SpawnCap=11,ActiveCap=5,SpawnLocationCap=3,NextWave=""Votaries_Purge_Wave7"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""Votaries_Archer_High"",""Votaries_Fighter_High""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer"","""",""Wildlife_Skeleton_Dregs_Archer""),Boss=""Purge_Votaries_Artisan"",InBaseBoss=""Undead_Wight"",SpawnCap=7,ActiveCap=4,SpawnLocationCap=3,NextWave=""Votaries_Purge_Wave7""))","False","False"
86,"Votaries_Purge_Wave7","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""03E6E8DD492B486F81130FAB2F5C609E"", ""A cabal of Votaries of Skelos"")","0","(X=-150000.000000,Y=-400000.000000)","(X=160000.000000,Y=-180000.000000)","((DifficultyThreshold=3,OffBaseSpawnData=(""Votaries_Archer_High"",""Votaries_Fighter_High""),OnBaseSpawnData=(""Wildlife_Skeleton_Dregs_Archer"",""Wildlife_Skeleton_Dregs_Fighter"",""Wildlife_UndeadHyena""),Boss=""Purge_VotariesBoss_T3"",InBaseBoss=""Undead_Wight"",BossSpawnDelay=1.000000,SpawnCap=12,ActiveCap=5,SpawnLocationCap=3,WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Votaries_Archer_High"",""Votaries_Fighter_High""),OnBaseSpawnData=(""Wildlife_Skeleton_Dregs_Archer"",""Wildlife_Skeleton_Dregs_Fighter"",""Wildlife_UndeadHyena""),Boss=""Purge_VotariesBoss_T3"",InBaseBoss=""Undead_Wight"",BossSpawnDelay=1.000000,SpawnCap=12,ActiveCap=5,SpawnLocationCap=3,NextWave=""Votaries_Purge_Wave8"",WaveTime=600.000000))","False","False"
87,"Votaries_Purge_Wave8","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""5B74BE8C44471E387173F2A7DD13AB77"", ""A cabal of Votaries of Skelos"")","0","(X=-150000.000000,Y=-400000.000000)","(X=160000.000000,Y=-180000.000000)","((DifficultyThreshold=4,OffBaseSpawnData=(""Votaries_Archer_High"",""Votaries_Fighter_High"",""Votaries_Fighter_2_FireOrb""),OnBaseSpawnData=(""Wildlife_Skeleton_Dregs_Archer"",""Wildlife_Skeleton_Dregs_Fighter"",""Wildlife_UndeadLizardMan"",""Wildlife_UndeadHyena""),Boss=""Purge_Votaries_Artisan"",BossSpawnDelay=1.000000,SpawnCap=13,ActiveCap=5,SpawnLocationCap=3,NextWave=""Votaries_Purge_Wave9"",WaveTime=600.000000))","False","False"
88,"Votaries_Purge_Wave9","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""801AE6FD4CC1DC61D344CCB4F211F04C"", ""A cabal of Votaries of Skelos"")","0","(X=-150000.000000,Y=-400000.000000)","(X=160000.000000,Y=-180000.000000)","((DifficultyThreshold=4,OffBaseSpawnData=(""Votaries_Archer_High"",""Votaries_Fighter_High"",""Votaries_Fighter_3_FireOrb""),OnBaseSpawnData=(""Wildlife_Skeleton_Dregs_Archer"",""Wildlife_Skeleton_Dregs_Fighter"",""Wildlife_UndeadLizardMan""),Boss=""Purge_VotariesBoss_T4"",InBaseBoss=""Purge_VotariesBoss_T4"",BossSpawnDelay=1.000000,SpawnCap=15,ActiveCap=5,SpawnLocationCap=3,WaveTime=600.000000))","False","False"
90,"BlackHandPir_Purge_Wave1","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""B5E75DBF40181CEC22DB58AB4656290C"", ""A crew of Black Hand Pirates"")","0","(X=110000.000000,Y=-35000.000000)","(X=435000.000000,Y=150000.000000)","((OffBaseSpawnData=(""BlackHandPirArcher_Low"",""BlackHandPirFighter_Low""),OnBaseSpawnData=(""Wildlife_Imp""),BossSpawnDelay=1.000000,SpawnCap=4,NextWave=""BlackHandPir_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""BlackHandPirArcher_LowMid"",""BlackHandPirFighter_LowMid""),OnBaseSpawnData=(""Wildlife_Imp""),BossSpawnDelay=1.000000,SpawnCap=5,ActiveCap=3,NextWave=""BlackHandPir_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""BlackHandPirArcher_LowMid"",""BlackHandPirFighter_LowMid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter""),BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,NextWave=""BlackHandPir_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""BlackHandPirArcher_LowMid"",""BlackHandPirFighter_LowMid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter""),BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,NextWave=""BlackHandPir_Purge_Wave2"",WaveTime=600.000000))","False","True"
91,"BlackHandPir_Purge_Wave2","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""FDF753C8487726058FC6569E3DF4F958"", ""A crew of Black Hand Pirates"")","0","(X=110000.000000,Y=-35000.000000)","(X=435000.000000,Y=150000.000000)","((OffBaseSpawnData=(""BlackHandPirArcher_Low"",""BlackHandPirFighter_Low""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter""),Boss=""Black_Hand_Fighter_1_FireOrb"",InBaseBoss=""Black_Hand_Fighter_1_FireOrb"",BossSpawnDelay=1.000000,SpawnCap=6,ActiveCap=3,SpawnLocationCap=3,NextWave=""BlackHandPir_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""BlackHandPirArcher_LowMid"",""BlackHandPirFighter_LowMid""),OnBaseSpawnData=(""Wildlife_Imp""),Boss=""Black_Hand_Fighter_1_FireOrb"",InBaseBoss=""Black_Hand_Fighter_1_FireOrb"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,SpawnLocationCap=3,NextWave=""BlackHandPir_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""BlackHandPirArcher_LowMid"",""BlackHandPirFighter_LowMid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter""),Boss=""Black_Hand_Fighter_1_FireOrb"",InBaseBoss=""Black_Hand_Fighter_1_FireOrb"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""BlackHandPir_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""BlackHandPirArcher_LowMid"",""BlackHandPirFighter_LowMid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter""),Boss=""Black_Hand_Fighter_1_FireOrb"",InBaseBoss=""Black_Hand_Fighter_1_FireOrb"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""BlackHandPir_Purge_Wave3"",WaveTime=600.000000))","False","False"
92,"BlackHandPir_Purge_Wave3","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""D72A7DFC44F472ED8C0377914769B73D"", ""A crew of Black Hand Pirates"")","0","(X=110000.000000,Y=-35000.000000)","(X=435000.000000,Y=150000.000000)","((OffBaseSpawnData=(""BlackHandPirArcher_LowMid"",""BlackHandPirFighter_LowMid""),OnBaseSpawnData=(""Wildlife_Imp"",""Wildlife_ImpExplosive""),Boss=""Purge_BlackHandPiratesBoss_T1"",InBaseBoss=""Wildlife_ImpKing"",BossSpawnDelay=1.000000,SpawnCap=6,ActiveCap=3,SpawnLocationCap=3,WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""BlackHandPirArcher_Mid"",""BlackHandPirFighter_Mid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Imp""),Boss=""Purge_BlackHandPiratesBoss_T1"",InBaseBoss=""Wildlife_ImpKing"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,SpawnLocationCap=3,NextWave=""BlackHandPir_Purge_Wave4"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""BlackHandPirArcher_Mid"",""BlackHandPirFighter_Mid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Imp""),Boss=""Purge_BlackHandPiratesBoss_T1"",InBaseBoss=""Wildlife_ImpKing"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""BlackHandPir_Purge_Wave4"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""BlackHandPirArcher_Mid"",""BlackHandPirFighter_Mid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Imp""),Boss=""Purge_BlackHandPiratesBoss_T1"",InBaseBoss=""Wildlife_ImpKing"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,SpawnLocationCap=3,NextWave=""BlackHandPir_Purge_Wave4"",WaveTime=600.000000))","False","False"
93,"BlackHandPir_Purge_Wave4","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""D96206B44EB959AE56DC9682AC457C00"", ""A crew of Black Hand Pirates"")","0","(X=110000.000000,Y=-35000.000000)","(X=435000.000000,Y=150000.000000)","((DifficultyThreshold=2,OffBaseSpawnData=(""BlackHandPirArcher_MidHigh"",""BlackHandPirFighter_MidHigh""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer""),Boss=""Purge_BlackHandPirates_Artisan"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,SpawnLocationCap=3,NextWave=""BlackHandPir_Purge_Wave5"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""BlackHandPirArcher_MidHigh"",""BlackHandPirFighter_MidHigh""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer""),Boss=""Purge_BlackHandPirates_Artisan"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""BlackHandPir_Purge_Wave5"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""BlackHandPirArcher_MidHigh"",""BlackHandPirFighter_MidHigh""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer""),Boss=""Purge_BlackHandPirates_Artisan"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""BlackHandPir_Purge_Wave5"",WaveTime=600.000000))","False","False"
94,"BlackHandPir_Purge_Wave5","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""47921C5B41324966EA13E7B4EB374879"", ""A crew of Black Hand Pirates"")","0","(X=110000.000000,Y=-35000.000000)","(X=435000.000000,Y=150000.000000)","((DifficultyThreshold=2,OffBaseSpawnData=(""BlackHandPirArcher_High"",""BlackHandPirFighter_High""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer""),Boss=""Purge_BlackHandPiratesBoss_T2"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""BlackHandPirArcher_High"",""BlackHandPirFighter_High""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer""),Boss=""Purge_BlackHandPiratesBoss_T2"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""BlackHandPir_Purge_Wave6"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""BlackHandPirArcher_High"",""BlackHandPirFighter_High""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer"",""Wildlife_UndeadLizardMan""),Boss=""Purge_BlackHandPiratesBoss_T2"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""BlackHandPir_Purge_Wave6"",WaveTime=600.000000))","False","False"
95,"BlackHandPir_Purge_Wave6","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""BFE160654D3F1F7535AA75B3E4382B42"", ""A crew of Black Hand Pirates"")","0","(X=110000.000000,Y=-35000.000000)","(X=435000.000000,Y=150000.000000)","((DifficultyThreshold=3,OffBaseSpawnData=(""BlackHandPirArcher_High"",""BlackHandPirFighter_High""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer""),Boss=""Purge_BlackHandPiratesBoss_T2"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""BlackHandPirArcher_High"",""BlackHandPirFighter_High""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer"",""Wildlife_UndeadLizardMan""),Boss=""Purge_BlackHandPiratesBoss_T2"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,WaveTime=600.000000))","False","False"
96,"BlackHandPir_Purge_Wave7","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""0DDACEBE4149CFD4D2E9C4A2558B26F8"", ""A crew of Black Hand Pirates"")","0","(X=110000.000000,Y=-35000.000000)","(X=435000.000000,Y=150000.000000)","((DifficultyThreshold=3,OffBaseSpawnData=(""BlackHandPirArcher_High"",""BlackHandPirFighter_High""),OnBaseSpawnData=(""Wildlife_Skeleton_Dregs_Archer"",""Wildlife_Skeleton_Dregs_Fighter"",""Wildlife_UndeadHyena""),Boss=""Purge_BlackHandPiratesBoss_T3"",InBaseBoss=""Undead_Wight"",BossSpawnDelay=1.000000,SpawnCap=12,ActiveCap=5,SpawnLocationCap=3,WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""BlackHandPirArcher_High"",""BlackHandPirFighter_High""),OnBaseSpawnData=(""Wildlife_Skeleton_Dregs_Archer"",""Wildlife_Skeleton_Dregs_Fighter"",""Wildlife_UndeadHyena""),Boss=""Purge_BlackHandPiratesBoss_T3"",InBaseBoss=""Undead_Wight"",BossSpawnDelay=1.000000,SpawnCap=12,ActiveCap=5,SpawnLocationCap=3,NextWave=""BlackHandPir_Purge_Wave8"",WaveTime=600.000000))","False","False"
97,"BlackHandPir_Purge_Wave8","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""11BB5C3D44478D3A41E705A402DD1586"", ""A crew of Black Hand Pirates"")","0","(X=110000.000000,Y=-35000.000000)","(X=435000.000000,Y=150000.000000)","((DifficultyThreshold=4,OffBaseSpawnData=(""BlackHandPirArcher_High"",""BlackHandPirFighter_High"",""Black_Hand_Fighter_2_FireOrb""),OnBaseSpawnData=(""Wildlife_Skeleton_Dregs_Archer"",""Wildlife_Skeleton_Dregs_Fighter"",""Wildlife_UndeadLizardMan"",""Wildlife_UndeadHyena""),Boss=""Purge_BlackHandPirates_Artisan"",BossSpawnDelay=1.000000,SpawnCap=13,ActiveCap=5,SpawnLocationCap=3,NextWave=""BlackHandPir_Purge_Wave9"",WaveTime=600.000000))","False","False"
98,"BlackHandPir_Purge_Wave9","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""DB67B63443DAF48400AAA1A14AD52973"", ""A crew of Black Hand Pirates"")","0","(X=110000.000000,Y=-35000.000000)","(X=435000.000000,Y=150000.000000)","((DifficultyThreshold=4,OffBaseSpawnData=(""BlackHandPirArcher_High"",""BlackHandPirFighter_High"",""Black_Hand_Fighter_3_FireOrb""),OnBaseSpawnData=(""Wildlife_Skeleton_Dregs_Archer"",""Wildlife_Skeleton_Dregs_Fighter"",""Wildlife_UndeadLizardMan""),Boss=""Purge_BlackHandPiratesBoss_T4"",InBaseBoss=""Purge_BlackHandPiratesBoss_T4"",BossSpawnDelay=1.000000,SpawnCap=15,ActiveCap=5,SpawnLocationCap=3,WaveTime=600.000000))","False","False"
100,"Imp_Purge_Wave1","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""F4E3812B49010FB834DCF5920DDED526"", ""A swarm of imps"")","0","(X=-110000.000000,Y=170000.000000)","(X=300000.000000,Y=290000.000000)","((OffBaseSpawnData=(""Wildlife_ImpExplosive"",""Wildlife_Imp""),OnBaseSpawnData=(""Wildlife_Imp""),SpawnCap=4,NextWave=""Imp_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""Wildlife_ImpExplosive"",""Wildlife_Imp""),OnBaseSpawnData=(""Wildlife_Imp""),SpawnCap=5,ActiveCap=3,NextWave=""Imp_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""Wildlife_ImpExplosive"",""Wildlife_Imp""),OnBaseSpawnData=(""Wildlife_Imp""),SpawnCap=6,ActiveCap=3,NextWave=""Imp_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_ImpExplosive"",""Wildlife_Imp""),OnBaseSpawnData=(""Wildlife_Imp"",""Wildlife_ImpExplosive""),SpawnCap=7,ActiveCap=3,SpawnLocationCap=3,NextWave=""Imp_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_ImpExplosive"",""Wildlife_Imp""),OnBaseSpawnData=(""Wildlife_Imp"",""Wildlife_ImpExplosive""),SpawnCap=8,ActiveCap=4,SpawnLocationCap=4,NextWave=""Imp_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_ImpExplosive"",""Wildlife_Imp""),OnBaseSpawnData=(""Wildlife_Imp"",""Wildlife_ImpExplosive""),SpawnCap=10,ActiveCap=4,NextWave=""Imp_Purge_Wave2"",WaveTime=600.000000))","False","True"
