RowName,RecipeName,ShortDesc,RecipeType,TimeToCraft,Tier,CraftXP,CraftingStations,RequiredFuel,Icon,BuildingModule,DestroyStationOnComplete,RecipeItemFlags,Ingredient1ID,Ingredient1Quantity,Ingredient2ID,Ingredient2Quantity,Ingredient3ID,Ingredient3Quantity,Ingredient4ID,Ingredient4Quantity,CatalystID,Result1ID,Result1Quantity,Result2ID,Result2Quantity,Result3ID,Result3Quantity,Result4ID,Result4Quantity,Result1Weight,Result2Weight,Result3Weight,Result4Weight,ThrallRecipeFeatRequirement,IsThrallMachineRecipe,IsRecipeEnabled,MapMarkerIcon,ExilesJourneyTrigger,DLCPackage
4165, Standing Sign (Farm),A sign made out of wood,Decoration,10,3,50,18512,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_sign_standing_planter.png,None,FALSE,0,11108,10,14174,5,0,0,0,0,0,4165,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
4166, Standing Sign (Cook),A sign made out of wood,Decoration,10,3,50,18512,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_sign_standing_cooking.png,None,FALSE,0,11108,10,14174,5,0,0,0,0,0,4166,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
4167, Standing Sign (Tavern),A sign made out of wood,Decoration,1,3,50,18512,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_sign_standing_tavern.png,None,FALSE,0,11108,10,14174,5,0,0,0,0,0,4167,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
4168," Standing Waymarker, Left",A sign made out of wood,Decoration,10,3,50,18512,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_sign_standing_arrow_left.png,None,FALSE,0,11108,10,14174,5,0,0,0,0,0,4168,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
4169," Standing Waymarker, Right",A sign made out of wood,Decoration,10,3,50,18512,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_sign_standing_arrow_right.png,None,FALSE,0,11108,10,14174,5,0,0,0,0,0,4169,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
4176, Petrified Egg,A decorative egg,Decoration,10,3,0,18512,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_SerpentEgg.png,None,FALSE,0,11103,1,11500,10,0,0,0,0,0,4176,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
4177, Throne of Skelos,A throne made of corrupted stone,Decoration,30,3,0,18512,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_Chair_Throne_Serpentmen.png,None,FALSE,0,11103,1,11500,20,0,0,0,0,0,4177,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
4180," Waymarker, Left",A sign made out of wood,Decoration,10,3,50,18512,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_sign_arrow_left.png,None,FALSE,0,11108,10,14174,5,0,0,0,0,0,4180,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
4181," Waymarker, Right",A sign made out of wood,Decoration,10,3,50,18512,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_sign_arrow_right.png,None,FALSE,0,11108,10,14174,5,0,0,0,0,0,4181,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
4189, The Glasser,An improvised bar brawling weapon,Weapon,20,4,0,89301,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_broken_wine_bottle.png,None,FALSE,0,11551,40,18061,20,11103,1,0,0,0,4189,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,CraftWeapon,None
4190, Reinforced Stool,An improvised bar brawling weapon,Weapon,20,4,0,89301,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_battle_stool.png,None,FALSE,0,11114,1,11108,0,11103,1,18061,20,0,4190,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,CraftWeapon,None
4192, Battle Spatula,An improvised bar brawling weapon,Weapon,20,4,0,89301,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_battle_spatula.png,None,FALSE,0,11114,1,18061,20,11103,1,0,0,0,4192,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,CraftWeapon,None
4193, Dead Leg,Rigor mortis has set in a long time ago,Weapon,20,3,0,89301,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_severed_leg.png,None,FALSE,0,53713,1,15501,0,11103,1,0,0,0,4193,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,CraftWeapon,None
4194, Table Leg,An improvised bar brawling weapon,Weapon,20,4,0,89301,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_2h_table_leg_maul.png,None,FALSE,0,11115,1,11108,0,11103,1,18061,20,0,4194,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,CraftWeapon,None
4195, Practice Sword,A wooden practice sword,Weapon,5,2,0,89301,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_wooden_sword.png,None,FALSE,0,10011,5,11108,5,0,0,0,0,0,4195,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,CraftWeapon,None
4196, Gravedigger,An improvised bar brawling weapon,Weapon,20,4,0,89301,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_2h_shovel.png,None,FALSE,0,11115,1,18061,20,11103,1,0,0,0,4196,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,CraftWeapon,None
4197, Practice Great Sword,A wooden practice sword,Weapon,5,2,0,89301,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_wooden_2h_sword.png,None,FALSE,0,10011,5,11108,5,0,0,0,0,0,4197,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,CraftWeapon,None
4220, Four-Sided Die,A die shaped from bones,Utility,2,4,8,18512,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_dice_D4.png,None,FALSE,0,10021,1,0,0,0,0,0,0,0,4220,2,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
4221, Six-Sided Die,A die shaped from bones,Utility,2,6,8,18512,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_dice_D6.png,None,FALSE,0,10021,1,0,0,0,0,0,0,0,4221,2,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
4222, Eight-Sided Die,A die shaped from bones,Utility,2,8,8,18512,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_dice_D8.png,None,FALSE,0,10021,1,0,0,0,0,0,0,0,4222,2,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
4223, Ten-Sided Die,A die shaped from bones,Utility,2,10,8,18512,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_dice_D10.png,None,FALSE,0,10021,1,0,0,0,0,0,0,0,4223,2,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
4224, Twelve-Sided Die,A die shaped from bones,Utility,2,12,8,18512,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_dice_D12.png,None,FALSE,0,10021,1,0,0,0,0,0,0,0,4224,2,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
4225, Twenty-Sided Die,A die shaped from bones,Utility,2,20,8,18512,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_dice_D20.png,None,FALSE,0,10021,1,0,0,0,0,0,0,0,4225,2,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
4230, Painting,A framed painting,Decoration,10,3,100,18512,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_painting1.png,None,FALSE,0,11108,10,12513,15,0,0,0,0,0,4230,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
4231, Painting,A framed painting,Decoration,10,3,100,18512,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_painting2.png,None,FALSE,0,11108,10,12513,15,0,0,0,0,0,4231,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
4232, Painting,A framed painting,Decoration,10,3,100,18512,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_painting3.png,None,FALSE,0,11108,10,12513,15,0,0,0,0,0,4232,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
4233, Painting,A framed painting,Decoration,10,3,100,18512,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_painting4.png,None,FALSE,0,11108,10,12513,15,0,0,0,0,0,4233,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
4234, Painting,A framed painting,Decoration,10,3,100,18512,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_painting5.png,None,FALSE,0,11108,10,12513,15,0,0,0,0,0,4234,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
4235, Painting,A framed painting,Decoration,10,3,100,18512,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_painting6.png,None,FALSE,0,11108,10,12513,15,0,0,0,0,0,4235,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
4236, Painting,A framed painting,Decoration,10,3,100,18512,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_painting7.png,None,FALSE,0,11108,10,12513,15,0,0,0,0,0,4236,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
4237, Painting,A framed painting,Decoration,10,3,100,18512,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_painting8.png,None,FALSE,0,11108,10,12513,15,0,0,0,0,0,4237,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
4238, Painting,A framed painting,Decoration,10,3,100,18512,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_painting9.png,None,FALSE,0,11108,10,12513,15,0,0,0,0,0,4238,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
4239, Painting,A framed painting,Decoration,10,3,100,18512,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_painting10.png,None,FALSE,0,11108,10,12513,15,0,0,0,0,0,4239,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
10010, Corrupted Bone,Bones infused by foul Darfari alchemy,Material,60,3,166,89103,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_bonecorrupt.png,None,FALSE,0,10021,20,14184,1,0,0,0,0,0,10010,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
10012, Split wood,A sturdy branch fallen from a tree,Material,5,1,1,89401,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_branch.png,None,FALSE,0,10011,1,0,0,0,0,0,0,0,10012,2,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
10014, Transmute,The viscous sweet bounty of bees,Material,5,3,1,80945,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_honey.png,None,FALSE,0,14101,5,11111,1,0,0,0,0,0,18002,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,ShowReligiousZeal,None
10015, Transmute,The viscous sweet bounty of bees,Material,5,3,1,80945,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_honey.png,None,FALSE,0,14102,5,11111,1,0,0,0,0,0,18002,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,ShowReligiousZeal,None
10016, Transmute,This spiky plant has well known healing properties when made into a potion,Material,5,3,1,80946,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_aloe_vera.png,None,FALSE,0,11101,5,11111,1,0,0,0,0,0,14001,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,ShowReligiousZeal,None
10017, Transmute,A handful of decomposed organic matter,Material,5,3,1,80946,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_fertilizer.png,None,FALSE,0,13013,100,11111,1,0,0,0,0,0,11076,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,ShowReligiousZeal,None
10019, Transmute,A loaf of bread,Material,5,3,1,80945,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_bread.png,None,FALSE,0,11101,5,11111,1,0,0,0,0,0,18206,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,ShowReligiousZeal,None
10020, Transmute,The crimson hued fluid of life,Material,5,3,1,80946,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_blood.png,None,FALSE,0,18031,50,11111,1,0,0,0,0,0,11079,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,ShowReligiousZeal,None
11012, Tablet of Power,This tablet contains the knowledge of the ancients,Utility,120,5,201900,0,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_knowledge_tablet.png,None,FALSE,0,11103,5,0,0,0,0,0,0,0,11012,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11013, Essence of Rot,This blend of unholy substances smell of rot and death,Material,60,5,81190,89103,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_essenceofrot.png,None,FALSE,0,11103,1,14182,10,11078,5,11070,10,0,11013,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11014, Putrid Meat,Whatever this used to be it is inedible now,Material,1,1,0,89001,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_rotten_meat.png,None,FALSE,0,18279,1,0,0,0,0,0,0,11013,13599,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11015, Putrid Meat,Whatever this used to be it is inedible now,Material,1,1,0,89001,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_rotten_meat.png,None,FALSE,0,18286,1,0,0,0,0,0,0,11013,13599,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11016, Putrid Meat,Whatever this used to be it is inedible now,Material,1,1,0,89001,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_rotten_meat.png,None,FALSE,0,13001,1,0,0,0,0,0,0,11013,13599,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11017, Putrid Meat,Whatever this used to be it is inedible now,Material,1,2,0,89001,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_rotten_meat.png,None,FALSE,0,13002,1,0,0,0,0,0,0,11013,13599,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11018, Putrid Meat,Whatever this used to be it is inedible now,Material,1,3,0,89001,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_rotten_meat.png,None,FALSE,0,13003,1,0,0,0,0,0,0,11013,13599,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11019, Putrid Meat,Whatever this used to be it is inedible now,Material,1,1,0,89001,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_rotten_meat.png,None,FALSE,0,13051,1,0,0,0,0,0,0,11013,13599,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11020, Putrid Meat,Whatever this used to be it is inedible now,Material,1,1,0,89001,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_rotten_meat.png,None,FALSE,0,18261,1,0,0,0,0,0,0,11013,13599,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11053, Layered Silk,A strong light thread spun from gossamer,Material,8,3,1,18523,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_layered_silk.png,None,FALSE,0,12513,4,11070,2,0,0,0,0,0,12515,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11054, Gold Bar,An ingot of mostly pure gold,Material,10,3,1,89101,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_gold_bar.png,None,FALSE,0,11066,30,0,0,0,0,0,0,0,11054,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11055, Silver Bar,A soft metal ingot that can be polished to a deep shine,Material,10,2,1,89101,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_silver_bar.png,None,FALSE,0,11052,3,0,0,0,0,0,0,0,11055,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11056, Silver Bar,A soft metal ingot that can be polished to a deep shine,Material,10,2,1,89101,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_silver_bar.png,None,FALSE,0,11065,30,0,0,0,0,0,0,0,11055,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11057, Gold Bar,An ingot of mostly pure gold,Material,10,3,1,89101,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_gold_bar.png,None,FALSE,0,11053,3,0,0,0,0,0,0,0,11054,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11058, Thick Leather,Offers a higher degree of protection than regular leather,Material,20,2,1,89104,10005,https://conanexilesmap.com/conanexilesdb/Icons/icon_leather_thick.png,None,FALSE,0,11057,1,0,0,0,0,0,0,0,12512,1,14172,1,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11059, Leather,Tanned hide that is commonly used for lightweight armors,Material,10,2,1,89104,10005,https://conanexilesmap.com/conanexilesdb/Icons/icon_leather.png,None,FALSE,0,11058,1,0,0,0,0,0,0,0,12511,1,14172,1,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11060, Thick Leather,Offers a higher degree of protection than regular leather,Material,20,3,1,89104,10005,https://conanexilesmap.com/conanexilesdb/Icons/icon_leather_thick.png,None,FALSE,0,11059,1,0,0,0,0,0,0,0,12512,1,14172,1,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11061, Leather,Tanned hide that is commonly used for lightweight armors,Material,10,2,1,89104,10005,https://conanexilesmap.com/conanexilesdb/Icons/icon_leather.png,None,FALSE,0,11060,1,0,0,0,0,0,0,0,12511,1,14172,1,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11062, Leather,Tanned hide that is commonly used for lightweight armors,Material,10,3,1,89104,10005,https://conanexilesmap.com/conanexilesdb/Icons/icon_leather.png,None,FALSE,0,11069,1,0,0,0,0,0,0,0,12511,1,14172,1,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11063, Thick Leather,Offers a higher degree of protection than regular leather,Material,20,3,1,89104,10005,https://conanexilesmap.com/conanexilesdb/Icons/icon_leather_thick.png,None,FALSE,0,11061,1,0,0,0,0,0,0,0,12512,1,14172,1,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11064, Leather,Tanned hide that is commonly used for lightweight armors,Material,10,2,1,89104,10005,https://conanexilesmap.com/conanexilesdb/Icons/icon_leather.png,None,FALSE,0,11063,1,0,0,0,0,0,0,0,12511,1,14172,1,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11065, Silver Coin,A silver coin,Material,5,2,1,89301,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_silver_coin.png,None,FALSE,0,11055,1,0,0,0,0,0,0,0,11065,5,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11066, Gold Coin,A gold coin,Material,5,3,1,89301,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_gold_coin.png,None,FALSE,0,11054,1,0,0,0,0,0,0,0,11066,5,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11067, Silver Dust,A pouch of silver dust,Material,10,2,1,18510,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_silver_dust.png,None,FALSE,0,11055,1,0,0,0,0,0,0,0,11067,10,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11068, Gold Dust,A pouch of gold dust,Material,10,3,1,18510,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_gold_dust.png,None,FALSE,0,11054,1,0,0,0,0,0,0,0,11068,10,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11069, Strip Hide,Some creatures have thicker skins than others,Material,5,2,1,89000,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_convert_rhino_thick_hide.png,None,FALSE,0,11057,2,0,0,0,0,0,0,0,12012,3,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11070, Alchemical Base,A standard mixture used to enhance and vivify potions,Material,20,3,1,89103,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_alchemical_base.png,None,FALSE,0,11067,2,11068,1,12514,2,0,0,0,11070,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11071, Strip Hide,The untreated skin of a beast,Material,5,1,1,89000,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_convert_hyena_hide.png,None,FALSE,0,11058,2,0,0,0,0,0,0,0,12011,3,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11072, Strip Hide,Some creatures have thicker skins than others,Material,5,3,1,89000,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_convert_elephant_thick_hide.png,None,FALSE,0,11059,2,0,0,0,0,0,0,0,12012,3,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11073, Strip Hide,The untreated skin of a beast,Material,5,2,1,89000,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_convert_panther_hide.png,None,FALSE,0,11060,2,0,0,0,0,0,0,0,12011,3,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11074, Pontoon,A floating foundation,Material,15,2,1,18512,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_DEV_needs_icon.png,None,FALSE,0,11108,2,14174,3,0,0,0,0,0,11074,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11075, Coin Mold,A mold for minting perfectly rounded coins ,Utility,10,2,1,89301,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_coin_mould.png,None,FALSE,0,11501,15,0,0,0,0,0,0,0,11075,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11076, Compost,A handful of decomposed organic matter,Material,240,2,1,18519,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_fertilizer.png,None,FALSE,0,12001,5,11078,4,13599,2,0,0,0,11076,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11077, Potent Compost,A handful of odorous yet powerful matter,Material,240,3,1,18519,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_potent_fertilizer.png,None,FALSE,0,11076,2,11079,2,11102,2,0,0,0,11077,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
11078, Bonemeal,A mixture of fine and coarse bone grindings,Material,5,1,1,18510,0,https://conanexilesmap.com/conanexilesdb/Icons/icon_crushed_dragonbone_powder.png,None,FALSE,0,10021,1,0,0,0,0,0,0,0,11078,4,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,None,None,None
